period,Q_reg_kWh,Q_reg_coverage,Q_reg_net_kWh,E_el_kWh,T_proc_in_mean,Phi_proc_in_mean,T_reg_eff_mean,Delta_x_proc_gkg_mean,T_AU_mean,T_SP_oben_mean,runtime_h,solar_fraction,Q_aux_kWh,Q_solar_kWh,solar_fraction_note,solar_collection_share_while_running
2026-06-22 00:00:00+02:00,47.7352277341167,0.8970792767732962,47.7352277341167,0.0,23.634446076751676,32.39763776613859,57.25546686746988,1.296142545333733,25.630838353413655,57.25943775100402,22.133333333333333,0.5818403147387772,31.42865877943174,43.73080753736149,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.23644578313253012
2026-06-23 00:00:00+02:00,53.67266004908528,0.9638386648122392,53.67266004908528,0.0,23.892426893402778,31.892774535810187,54.91543338286281,1.193903988014077,25.809266963843484,60.85066369489847,22.433333333333334,0.653526187595672,27.023562404496023,50.972411423852286,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.24962852897473997
2026-06-24 00:00:00+02:00,56.774206633931286,0.9944367176634215,56.774206633931286,0.0,24.325321737337962,31.09621222960648,55.389694444444444,1.2262760526080736,27.307504629629634,62.52796296296296,24.0,0.6945337394464832,24.97013983824752,56.774206633931286,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.29583333333333334
2026-06-25 00:00:00+02:00,55.36269939168122,0.9944367176634215,55.36269939168122,0.0,25.451366088634263,29.678534225162032,64.3681712962963,1.6706722541692938,28.788935185185185,69.06778398510244,24.0,0.5942498045949249,37.801318439876404,55.36269939168122,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.26666666666666666
2026-06-26 00:00:00+02:00,53.895082815447616,1.0,53.895082815447616,0.0,25.936468680694443,28.293208395254627,62.08490740740741,1.496387625976273,29.691874999999996,78.4934222846442,24.0,0.6580611850501686,28.00472230881118,53.895082815447616,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.3486111111111111
2026-06-27 00:00:00+02:00,49.31827131953169,1.0,49.31827131953169,0.0,26.68673534168982,27.071762331041665,65.32191203703704,1.6230358083193923,31.676921296296292,71.40916666666668,24.0,0.5609962714904759,38.59367003526746,49.31827131953169,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.22083333333333333
2026-06-28 00:00:00+02:00,46.46629042778106,0.9165507649513213,46.46629042778106,0.0,26.849853718564816,26.77028619914352,62.35208333333333,1.5194225567351765,30.095000000000002,67.68979166666666,24.0,0.5934231891003344,31.835823950706207,46.46629042778106,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.31805555555555554
2026-06-29 00:00:00+02:00,32.68189356990493,0.6801112656467315,32.68189356990493,0.0,25.8842699171155,28.484140852363854,57.80974074074074,1.4438266062856706,24.485416666666666,60.78612037037037,24.0,0.5470126645161953,27.06424338436538,32.68189356990493,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.09722222222222222
2026-06-30 00:00:00+02:00,0.0,0.0,0.0,0.0,,,50.74273148148148,,23.73752314814815,51.22555555555556,24.0,,,,,
2026-07-01 00:00:00+02:00,6.890939022766072,0.11821974965229486,6.890939022766072,0.0,23.743161221478875,32.404531540962445,49.3942731277533,1.9627814032065274,21.63262359275575,50.580108321024134,21.0,0.4889131559627171,7.203463917153083,6.890939022766072,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.3
2026-07-02 00:00:00+02:00,6.726626820598341,0.19825708061002179,6.726626820598341,0.0,22.813932699963694,33.85450953050108,34.179021739130434,0.8269001158470406,21.321195652173913,57.60115942028986,3.433333333333333,0.4484437919479726,8.273306150664084,6.726626820598341,electric booster heater included (thermally inferred — not electrically metered); SF over timesteps where both sides known,0.30097087378640774
