Datum;Uhrzeit;Ana1 - 1: T_Kollektor;Ana2 - 2: T_I_VL;Ana3 - 3: T_I_RL;Ana4 - 4: T_II_VL;Ana5 - 5: T_II_RL;Ana6 - 6: T_SP_oben;Ana7 - 7: T_Anf_Entfeuchter;Ana8 - 8: T_reg_nach_HX_(TIBT851);Ana9 - 9: T_SP_mitte_ob;Ana10 - 10: T_SP_mitte_unten;Ana11 - 11: T_SP_unten;Ana12 - 12: T_III_VL_1;Ana13 - 13: T_AU;Ana14 - 14: Betrieb_Entfeuchter;Ana15 - 15: P_el;Ana16 - 16: Störung_Entfeuchter;Ana17 - 12: PWM Pumpe_I;Ana18 - 1: T_reg_(TICBT103);Dig1 - 1: Pumpe_I;Dig2 - 2: Pumpe_II;Dig3 - 3: Pumpe_III;Dig4;Dig5 - 5: Anforderung_Entfeuchter;Dig6;Dig7;Dig8;Dig9;Dig10;Dig11;Dig12 - 12: PWM Pumpe_I;Dig13 - 13: SpannungsversTPHI 1;Dig14 - 14: SpannungsversTPHI 2
2026-06-10;11:20:49;46,3;46,2;41,8;44,2;39,3;42,6;0,0;18,6;41,1;40,9;40,2;25,2;18,3;0;0,00;0;1;20,3;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:22:49;49,4;46,3;45,9;43,8;40,3;42,7;0,0;18,6;41,1;41,1;40,3;25,3;18,5;0;0,00;0;1;20,3;1;0;0;;1;;;;;;;1;1;1
2026-06-10;11:24:49;49,7;46,7;41,8;45,4;39,4;42,7;0,0;18,6;41,5;41,3;40,4;25,4;18,8;0;0,00;0;1;20,3;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:26:49;47,6;48,9;42,7;47,4;39,9;42,9;0,0;18,6;41,6;41,3;40,6;25,5;19,0;0;0,00;0;1;20,2;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:28:49;47,5;46,6;42,7;45,4;40,1;43,3;0,0;18,6;41,9;41,4;40,7;25,6;19,1;0;0,00;0;1;20,2;1;0;0;;1;;;;;;;1;1;1
2026-06-10;11:30:49;47,3;47,0;42,5;45,7;40,2;43,2;0,0;18,6;41,8;41,7;40,8;25,7;19,2;0;0,00;0;1;20,1;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:32:49;48,5;47,8;45,4;45,1;40,2;43,4;0,0;18,6;41,8;41,7;41,0;25,8;18,9;0;0,00;0;1;20,1;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:34:49;50,4;47,1;42,4;45,8;40,2;43,4;0,0;18,6;42,1;41,9;41,0;25,9;18,7;0;0,00;0;1;20,1;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:36:49;47,4;48,5;43,1;47,2;40,7;43,7;0,0;18,6;42,5;41,9;41,2;26,0;18,6;0;0,00;0;1;20,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:38:49;46,9;46,6;46,0;45,5;40,4;43,8;0,0;18,6;42,3;42,2;41,2;26,0;18,5;0;0,00;0;1;20,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;11:40:49;48,0;46,2;46,1;44,7;42,6;43,8;0,0;18,6;42,3;42,2;41,4;26,1;18,5;0;0,00;0;1;20,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;11:42:49;51,0;49,4;43,5;47,0;40,8;43,8;0,0;18,6;42,3;42,2;41,2;26,2;18,4;0;0,00;0;1;20,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:44:49;51,1;50,4;43,7;48,7;41,0;44,2;0,0;18,6;42,8;42,4;41,5;26,2;18,4;0;0,00;0;1;19,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:46:49;49,1;48,7;43,4;47,4;41,1;44,3;0,0;18,6;43,0;42,6;41,6;26,3;18,6;0;0,00;0;1;19,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:48:49;49,5;48,7;43,6;47,4;41,4;44,5;0,0;18,6;43,1;42,9;41,8;26,4;18,7;0;0,00;0;1;19,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:50:49;49,3;48,8;43,7;47,5;41,6;44,6;0,0;18,6;43,3;43,0;42,1;26,5;18,6;0;0,00;0;1;19,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:52:49;49,4;48,9;43,8;47,6;41,6;44,8;0,0;18,6;43,3;43,2;42,2;26,6;18,9;0;0,00;0;1;19,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;11:54:49;48,1;48,2;44,4;47,1;41,7;44,9;0,0;18,6;43,4;43,2;42,3;26,6;18,8;0;0,00;0;1;19,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;11:56:49;47,9;47,9;47,7;46,1;43,2;45,0;0,0;18,7;43,5;43,4;42,4;26,7;18,2;0;0,00;0;1;19,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;11:58:49;50,0;47,7;47,4;45,3;44,2;45,0;0,0;18,7;43,5;43,5;42,4;26,8;18,4;0;0,00;0;1;19,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;12:00:49;51,4;50,2;44,6;48,7;42,0;45,0;0,0;18,7;43,5;43,7;42,4;26,9;18,4;0;0,00;0;1;19,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:02:49;47,2;50,5;44,5;49,0;42,0;45,4;0,0;18,7;43,9;43,6;42,8;27,0;18,2;0;0,00;0;1;19,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:04:49;46,6;46,7;46,2;46,3;42,0;45,4;0,0;18,7;43,9;43,7;42,9;27,0;18,0;0;0,00;0;0;19,7;0;0;0;;1;;;;;;;0;1;1
2026-06-10;12:06:49;45,9;45,7;45,0;45,3;43,5;45,4;0,0;18,7;43,9;43,7;43,0;27,1;17,9;0;0,00;0;0;19,7;0;0;0;;1;;;;;;;0;1;1
2026-06-10;12:08:49;44,4;44,7;44,0;44,6;43,4;45,4;0,0;18,7;43,9;43,7;42,7;27,2;17,8;0;0,00;0;0;19,8;0;0;0;;1;;;;;;;0;1;1
2026-06-10;12:10:49;48,3;44,7;44,2;43,9;43,0;45,4;0,0;18,9;43,9;43,8;42,9;27,2;18,1;0;0,00;0;0;19,8;0;0;0;;1;;;;;;;0;1;1
2026-06-10;12:12:49;46,8;43,9;43,2;43,3;42,5;45,4;0,0;18,9;43,9;43,7;42,6;27,3;18,5;0;0,00;0;0;19,7;0;0;0;;1;;;;;;;0;1;1
2026-06-10;12:14:49;55,5;44,3;43,7;42,7;42,0;45,4;0,0;18,9;43,9;43,8;42,8;27,3;18,5;0;0,00;0;1;19,6;1;0;0;;1;;;;;;;1;1;1
2026-06-10;12:16:49;49,4;62,0;47,1;57,0;41,7;45,4;0,0;18,9;44,0;44,0;42,7;27,3;18,2;0;0,00;0;1;19,6;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:18:49;51,0;47,9;46,7;47,4;41,8;45,8;0,0;18,9;44,3;44,0;43,0;27,4;18,4;0;0,00;0;1;19,6;1;0;0;;1;;;;;;;1;1;1
2026-06-10;12:20:49;51,4;51,6;45,1;49,8;42,3;45,9;0,0;18,9;44,4;44,2;43,2;27,4;18,8;0;0,00;0;1;19,6;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:22:49;52,0;52,3;45,6;50,5;42,8;46,0;0,0;18,9;44,7;44,3;43,5;27,5;19,3;0;0,00;0;1;19,6;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:24:49;51,6;51,4;45,5;49,8;43,1;46,3;0,0;18,9;44,8;44,6;43,5;27,6;19,0;0;0,00;0;1;19,6;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:26:49;52,2;51,5;45,6;49,9;43,2;46,6;0,0;19,0;45,1;44,8;44,0;27,6;18,9;0;0,00;0;1;19,6;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:28:49;51,6;51,4;45,6;49,9;43,2;46,8;0,0;19,0;45,5;44,9;43,7;27,7;19,1;0;0,00;0;1;19,6;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:30:49;51,0;50,3;45,6;49,1;43,5;47,0;0,0;19,0;45,5;45,1;44,2;27,8;19,0;0;0,00;0;1;19,5;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:32:49;51,3;50,7;46,0;49,2;43,8;46,9;0,0;19,0;45,5;45,4;44,3;27,9;19,1;0;0,00;0;1;19,5;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:34:49;52,7;50,7;46,0;49,5;43,8;47,1;0,0;19,0;45,8;45,4;44,3;28,0;19,4;0;0,00;0;1;19,5;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:36:49;51,5;51,1;46,3;50,0;44,0;47,3;0,0;19,0;45,8;45,7;44,4;28,1;19,1;0;0,00;0;1;19,5;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:38:49;51,6;51,1;46,4;50,0;44,2;47,5;0,0;19,0;46,1;45,8;44,8;28,2;19,0;0;0,00;0;1;19,5;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:40:49;50,5;50,5;49,6;49,5;44,3;47,7;0,0;19,0;46,1;45,8;45,2;28,3;18,9;0;0,00;0;1;19,5;1;0;0;;1;;;;;;;1;1;1
2026-06-10;12:42:50;50,3;49,6;49,5;48,6;46,5;47,6;0,0;19,1;46,1;46,0;45,2;28,4;18,8;0;0,00;0;1;19,5;1;0;0;;1;;;;;;;1;1;1
2026-06-10;12:44:50;53,1;51,7;47,7;48,6;44,7;47,6;0,0;19,1;46,1;45,9;44,8;28,5;18,7;0;0,00;0;1;19,5;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:46:50;53,4;52,2;46,7;50,7;44,3;47,6;0,0;19,1;46,4;46,1;45,3;28,5;18,5;0;0,00;0;1;19,4;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:48:50;50,8;51,3;46,7;50,2;44,7;47,9;0,0;19,1;46,5;46,2;45,4;28,6;18,7;0;0,00;0;1;19,4;1;0;0;;1;;;;;;;1;1;1
2026-06-10;12:50:50;50,9;50,1;49,8;48,8;46,0;48,0;0,0;19,1;46,4;46,4;45,4;28,7;18,8;0;0,00;0;1;19,4;1;0;0;;1;;;;;;;1;1;1
2026-06-10;12:52:50;52,9;50,6;50,3;47,9;46,8;48,0;0,0;19,1;46,5;46,4;45,2;28,7;18,8;0;0,00;0;1;19,4;1;0;0;;1;;;;;;;1;1;1
2026-06-10;12:54:50;53,8;52,2;47,1;50,8;44,8;48,0;0,0;19,3;46,5;46,5;45,5;28,8;18,9;0;0,00;0;1;19,4;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:56:50;53,1;53,8;47,5;52,1;45,0;48,2;0,0;19,3;46,8;46,7;45,9;28,9;19,3;0;0,00;0;1;19,4;1;1;0;;1;;;;;;;1;1;1
2026-06-10;12:58:50;54,0;52,9;47,5;51,5;45,4;48,4;0,0;19,3;46,9;46,9;46,0;28,9;19,3;0;0,00;0;1;19,4;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:00:50;54,0;53,3;47,6;51,8;45,4;48,6;0,0;19,3;47,1;46,9;46,2;29,0;19,6;0;0,00;0;1;19,4;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:02:50;54,6;53,7;47,8;52,1;45,4;48,7;0,0;19,3;47,5;47,1;46,4;29,1;19,9;0;0,00;0;1;19,3;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:04:50;54,2;53,8;48,3;52,4;46,2;49,0;0,0;19,4;47,5;47,2;46,5;29,2;19,6;0;0,00;0;1;19,3;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:06:50;53,5;53,2;48,1;51,9;46,0;49,1;0,0;19,4;47,7;47,5;46,6;29,3;19,5;0;0,00;0;1;19,3;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:08:50;52,7;52,6;48,9;51,4;46,1;49,3;0,0;19,4;47,9;47,6;46,8;29,4;19,6;0;0,00;0;1;19,3;1;0;0;;1;;;;;;;1;1;1
2026-06-10;13:10:50;53,8;52,6;52,3;50,3;47,8;49,4;0,0;19,4;47,9;47,8;46,8;29,5;19,6;0;0,00;0;1;19,3;1;0;0;;1;;;;;;;1;1;1
2026-06-10;13:12:50;55,9;53,7;48,6;52,2;46,4;49,4;0,0;19,4;47,9;48,0;46,8;29,6;19,4;0;0,00;0;1;19,3;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:14:50;54,1;55,8;49,3;54,3;46,3;49,5;0,0;19,4;48,3;48,0;47,0;29,7;19,5;0;0,00;0;1;19,3;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:16:50;55,2;54,4;49,1;53,1;46,7;49,8;0,0;19,5;48,3;48,1;47,1;29,8;19,6;0;0,00;0;1;19,3;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:18:50;52,5;53,5;49,0;52,5;46,8;50,0;0,0;19,5;48,7;48,2;47,6;29,9;19,5;0;0,00;0;1;19,3;1;0;0;;1;;;;;;;1;1;1
2026-06-10;13:20:50;52,4;51,9;51,7;51,3;48,5;50,0;0,0;19,5;48,6;48,4;47,4;30,0;19,2;0;0,00;0;1;19,3;1;0;0;;1;;;;;;;1;1;1
2026-06-10;13:22:50;53,9;52,0;51,7;50,3;48,9;50,0;0,0;19,5;48,6;48,3;47,3;30,0;18,6;0;0,00;0;1;19,3;1;0;0;;1;;;;;;;1;1;1
2026-06-10;13:24:50;53,5;53,1;52,7;50,3;46,4;50,1;0,0;19,5;48,6;48,4;47,5;30,1;18,5;0;0,00;0;1;19,2;1;0;0;;1;;;;;;;1;1;1
2026-06-10;13:26:50;52,7;53,0;52,8;49,4;47,7;50,1;0,0;19,6;48,6;48,5;47,3;30,2;18,3;0;0,00;0;1;19,1;1;0;0;;1;;;;;;;1;1;1
2026-06-10;13:28:50;54,0;53,1;52,9;48,7;48,2;50,1;0,0;19,6;48,6;48,4;47,5;30,2;18,3;0;0,00;0;1;19,1;1;0;0;;1;;;;;;;1;1;1
2026-06-10;13:30:50;54,5;53,6;48,8;51,8;46,6;50,0;0,0;19,6;48,6;48,4;47,3;30,2;18,4;0;0,00;0;1;19,1;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:32:50;52,5;54,5;49,2;53,1;47,1;50,2;0,0;19,6;48,7;48,7;47,7;30,3;18,6;0;0,00;0;1;19,1;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:34:50;50,8;53,7;48,3;52,2;47,2;50,3;0,0;19,6;48,8;48,7;47,8;30,3;18,7;0;0,00;0;0;19,1;0;0;0;;1;;;;;;;0;1;1
2026-06-10;13:36:50;49,4;52,4;47,1;51,4;47,6;50,3;0,0;19,7;48,8;48,7;47,8;30,4;18,7;0;0,00;0;0;19,1;0;0;0;;1;;;;;;;0;1;1
2026-06-10;13:38:50;54,5;52,5;50,7;50,4;47,2;50,3;0,0;19,7;48,8;48,7;47,6;30,4;19,1;0;0,00;0;0;19,1;0;0;0;;1;;;;;;;0;1;1
2026-06-10;13:40:50;53,2;51,5;49,6;49,6;46,5;50,3;0,0;19,7;48,8;48,7;47,8;30,4;19,2;0;0,00;0;0;19,1;0;0;0;;1;;;;;;;0;1;1
2026-06-10;13:42:50;51,9;50,6;48,5;48,8;45,9;50,3;0,0;19,7;48,8;48,7;47,4;30,5;19,0;0;0,00;0;0;19,1;0;0;0;;1;;;;;;;0;1;1
2026-06-10;13:44:50;61,7;54,4;52,3;48,0;45,5;50,3;0,0;19,9;48,8;48,7;47,6;30,5;18,9;0;0,00;0;1;19,1;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:46:50;51,6;59,9;51,0;58,3;48,7;50,4;0,0;19,9;49,1;48,8;47,9;30,5;18,9;0;0,00;0;0;19,1;0;0;0;;1;;;;;;;0;1;1
2026-06-10;13:48:50;53,1;57,4;54,6;57,6;50,5;50,5;0,0;19,9;49,0;48,8;47,7;30,6;19,0;0;0,00;0;0;19,1;0;0;0;;1;;;;;;;0;1;1
2026-06-10;13:50:50;52,6;55,4;54,4;56,6;50,1;50,5;0,0;19,9;49,0;48,8;47,5;30,6;19,1;0;0,00;0;0;19,1;0;0;0;;1;;;;;;;0;1;1
2026-06-10;13:52:50;50,9;54,1;53,1;55,6;49,3;50,5;0,0;19,9;49,0;48,8;47,8;30,6;19,2;0;0,00;0;0;19,1;0;0;0;;1;;;;;;;0;1;1
2026-06-10;13:54:50;59,0;50,1;50,2;54,7;48,8;50,5;0,0;19,9;49,0;48,8;47,4;30,7;19,0;0;0,00;0;1;19,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;13:56:50;54,2;54,2;49,3;53,4;46,7;50,5;0,0;19,9;49,1;49,0;47,8;30,7;19,1;0;0,00;0;1;19,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;13:58:50;51,9;52,4;52,2;50,9;47,4;50,6;0,0;20,0;49,2;48,9;47,8;30,8;18,6;0;0,00;0;1;19,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;14:00:50;50,9;51,8;51,8;49,8;49,1;50,6;0,0;20,0;49,1;49,0;47,9;30,8;18,4;0;0,00;0;0;19,0;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:02:50;49,5;50,6;50,4;48,9;49,1;50,6;0,0;20,0;49,1;49,0;47,7;30,8;18,8;0;0,00;0;0;19,0;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:04:50;56,0;50,4;50,2;48,0;48,6;50,6;0,0;20,0;49,1;49,0;47,6;30,9;19,1;0;0,00;0;1;19,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;14:06:50;56,0;60,0;50,1;56,0;46,5;50,6;0,0;20,0;49,1;49,0;47,7;30,9;19,6;0;0,00;0;1;19,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:08:50;54,2;53,9;50,3;52,9;47,1;50,9;0,0;20,0;49,4;49,2;48,4;31,0;19,5;0;0,00;0;1;19,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;14:10:50;52,2;52,5;52,3;51,7;49,1;50,9;0,0;20,0;49,4;49,2;48,4;31,0;19,0;0;0,00;0;0;19,0;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:12:50;50,9;51,3;51,0;50,7;49,7;50,9;0,0;20,1;49,4;49,3;48,1;31,0;19,0;0;0,00;0;0;19,0;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:14:50;49,0;50,2;49,7;49,8;49,0;50,9;0,0;20,1;49,4;49,3;48,0;31,1;19,2;0;0,00;0;0;19,0;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:16:50;67,2;51,0;50,9;48,9;48,2;50,9;0,0;20,1;49,4;49,3;48,1;31,1;19,2;0;0,00;0;1;19,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;14:18:50;57,8;62,4;52,1;60,1;47,2;51,3;0,0;20,1;49,9;49,4;48,4;31,1;19,4;0;0,00;0;1;19,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:20:50;55,6;56,6;50,1;55,0;47,5;51,5;0,0;20,1;50,0;49,6;48,5;31,2;19,2;0;0,00;0;1;19,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:22:50;53,5;54,3;51,6;53,4;47,9;51,7;0,0;20,1;50,2;49,7;48,9;31,2;19,1;0;0,00;0;1;19,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;14:24:50;55,4;53,5;53,2;52,2;49,8;51,7;0,0;20,2;50,1;50,0;48,8;31,3;19,5;0;0,00;0;1;19,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;14:26:50;57,6;56,8;50,7;54,1;48,0;51,7;0,0;20,2;50,2;50,0;48,8;31,4;19,1;0;0,00;0;1;19,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:28:50;56,0;56,1;50,6;54,7;48,4;51,8;0,0;20,2;50,4;50,1;49,1;31,4;18,5;0;0,00;0;1;19,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:30:50;52,6;55,2;49,8;53,7;48,2;52,0;0,0;20,2;50,4;50,2;49,1;31,5;18,4;0;0,00;0;0;19,0;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:32:50;51,2;53,9;48,6;52,8;48,9;52,0;0,0;20,2;50,4;50,2;49,1;31,6;18,7;0;0,00;0;0;19,0;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:34:50;53,6;53,3;49,8;51,8;48,7;52,0;0,0;20,2;50,4;50,2;49,1;31,6;19,4;0;0,00;0;0;19,0;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:36:50;58,2;62,8;51,8;57,5;47,8;52,0;0,0;20,4;50,4;50,2;49,0;31,6;19,7;0;0,00;0;1;19,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:38:50;56,5;56,1;50,8;54,8;48,4;52,3;0,0;20,4;50,7;50,4;49,3;31,7;19,2;0;0,00;0;1;19,0;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:40:50;54,4;54,9;52,3;53,8;48,6;52,4;0,0;20,4;51,0;50,7;49,5;31,8;19,2;0;0,00;0;1;19,0;1;0;0;;1;;;;;;;1;1;1
2026-06-10;14:42:50;55,5;54,0;53,7;52,6;50,7;52,4;0,0;20,4;50,9;50,8;49,5;31,8;19,2;0;0,00;0;1;18,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;14:44:50;56,3;55,8;54,1;52,2;49,8;52,5;0,0;20,4;50,9;50,8;49,3;31,9;19,2;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:46:50;56,4;55,3;54,3;53,8;48,6;52,5;0,0;20,4;51,0;50,9;49,8;31,9;19,1;0;0,00;0;1;18,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;14:48:50;52,9;55,2;55,1;52,9;51,2;52,6;0,0;20,5;51,0;50,9;49,7;32,0;18,8;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:50:50;51,8;53,9;53,5;51,9;51,5;52,5;0,0;20,5;51,0;50,9;49,5;32,0;18,8;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:52:50;50,4;52,8;52,1;51,1;51,1;52,5;0,0;20,5;51,0;50,9;49,7;32,1;19,2;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;14:54:50;65,2;59,1;54,4;52,7;49,5;52,5;0,0;20,5;51,0;50,9;49,5;32,1;19,5;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:56:50;56,5;59,8;52,3;58,2;48,7;53,0;0,0;20,5;51,4;51,1;49,8;32,1;19,1;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;14:58:50;55,0;55,2;54,1;54,5;48,8;53,1;0,0;20,7;51,6;51,4;50,0;32,2;18,6;0;0,00;0;1;18,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;15:00:50;53,3;54,1;53,5;53,3;51,3;53,1;0,0;20,7;51,6;51,4;50,0;32,2;18,5;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;15:02:50;51,6;52,8;52,1;52,2;51,3;53,1;0,0;20,7;51,6;51,4;50,0;32,3;18,5;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;15:04:50;56,2;52,7;52,1;51,3;50,6;53,1;0,0;20,7;51,6;51,4;50,0;32,4;19,1;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;15:06:50;60,7;57,9;55,3;51,9;49,5;53,1;0,0;20,7;51,6;51,3;50,0;32,4;19,4;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:08:50;58,8;58,5;52,2;57,1;49,1;53,2;0,0;20,7;52,0;51,4;50,4;32,5;19,8;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:10:50;58,3;58,5;52,3;57,0;49,8;53,5;0,0;20,7;52,1;51,6;50,5;32,5;20,1;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:12:50;56,8;57,3;52,1;56,0;50,1;53,7;0,0;20,8;52,3;51,9;50,8;32,6;19,8;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:14:50;55,3;55,4;55,2;54,7;50,6;53,7;0,0;20,8;52,3;52,1;51,0;32,7;19,5;0;0,00;0;1;18,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;15:16:50;54,5;54,2;54,1;53,7;52,3;53,7;0,0;20,8;52,2;52,1;50,8;32,8;19,2;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;15:18:50;53,3;52,9;52,6;52,7;51,7;53,8;0,0;20,8;52,2;52,2;50,8;32,8;18,8;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;15:20:50;51,8;51,8;51,3;51,8;50,9;53,8;0,0;20,8;52,2;52,2;50,7;32,9;19,0;0;0,00;0;1;18,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;15:22:50;55,8;52,0;51,3;50,9;50,0;53,8;0,0;20,9;52,2;52,1;50,8;32,9;19,2;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;15:24:50;54,5;51,0;50,0;50,0;49,4;53,7;0,0;20,9;52,2;52,1;50,7;33,0;19,9;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;15:26:50;66,4;52,3;52,0;49,1;48,9;53,7;0,0;20,9;52,2;52,1;50,6;33,0;20,4;0;0,00;0;1;18,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;15:28:50;58,9;65,0;54,4;62,2;49,6;53,7;0,0;20,9;52,7;52,3;50,9;33,0;20,7;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:30:50;59,5;58,0;52,5;56,7;50,1;54,2;0,0;20,9;52,6;52,3;51,1;33,1;20,6;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:32:50;58,2;58,8;52,8;57,3;50,4;54,3;0,0;20,9;53,0;52,5;51,6;33,1;20,3;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:34:50;58,0;57,4;55,6;55,9;50,5;54,5;0,0;20,9;53,0;52,9;51,6;33,2;20,3;0;0,00;0;1;18,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;15:36:50;57,8;57,3;57,2;54,8;52,9;54,5;0,0;21,0;53,0;52,9;51,6;33,3;20,2;0;0,00;0;1;18,9;1;0;0;;1;;;;;;;1;1;1
2026-06-10;15:38:50;61,8;59,4;53,6;56,3;50,9;54,5;0,0;21,0;53,0;52,9;51,5;33,3;20,4;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:40:50;61,9;61,2;54,3;59,5;51,1;54,7;0,0;21,0;53,4;52,9;51,9;33,4;20,5;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:42:50;58,2;58,7;53,7;57,7;51,2;54,9;0,0;21,0;53,4;53,0;51,9;33,5;20,1;0;0,00;0;1;18,9;1;1;0;;1;;;;;;;1;1;1
2026-06-10;15:44:50;56,1;56,8;56,4;56,3;51,4;55,1;0,0;21,0;53,5;53,4;52,2;33,6;19,6;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
2026-06-10;15:46:50;55,2;55,4;54,9;55,2;53,6;55,1;0,0;21,0;53,6;53,4;52,2;33,6;19,8;0;0,00;0;0;18,9;0;0;0;;1;;;;;;;0;1;1
