Address,USB0::0x2A8D::0x8601::MY59013886::0::INSTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,DAQ973A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial Number:,MY59013886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firmware Version,A.03.03-01.00-02.01-00.02-02.00-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Time,2026-07-13 13:43:13.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Time,2026-07-15 11:13:13.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Log Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modules,4,Slot 0,SCD,Slot 1,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,,,,,,,,,,,,,,,
2026-07-14 01:34:33.676,2135,21.0231425,64.0502863,67.7455611,77.5670442,24.6862544,37.583053,28.1617363,22.1427594,0.00178051928,33.061883,47.4420508,5.92516243,28.0129502,92.2500654,0.102261172,0.511030899,,,,,,,,,,,,
2026-07-14 01:34:53.643,2136,21.0285686,63.8271463,67.7706349,77.5686671,24.6923675,37.6382819,28.1966608,22.0879003,0.00312058988,33.1426859,47.8386635,5.9101562,28.0135271,92.1397131,0.12960231,0.537528579,,,,,,,,,,,,
2026-07-14 01:35:13.643,2137,21.0338319,63.9321043,67.8230603,77.5713958,24.6864973,37.5749146,28.217245,22.0552469,0.00257749977,33.2337797,48.4352757,5.93980083,28.0121822,94.5698931,0.120471667,0.491171298,,,,,,,,,,,,
2026-07-14 01:35:33.643,2138,21.050467,63.9116157,67.839307,77.5749301,24.6613242,37.4763185,28.2520171,22.0200124,0.00516832073,33.3586352,49.0812367,5.86523946,28.0143234,92.009376,0.111700013,0.402130898,,,,,,,,,,,,
2026-07-14 01:35:53.643,2139,21.0247837,64.1440865,67.8237674,77.5762824,24.6753067,37.4934973,28.2427495,21.9930437,0.00454023811,33.567227,49.5514033,5.93602397,28.2218958,92.7683507,0.0891599131,0.427679305,,,,,,,,,,,,
2026-07-14 01:36:13.643,2140,20.9903688,64.0140239,67.8147841,77.5773824,24.7091684,37.5051855,28.2727155,21.9361541,0.0017043455,33.8072027,49.5995842,5.96380551,28.2212478,92.1378259,0.11295482,0.504167454,,,,,,,,,,,,
2026-07-14 01:36:33.643,2141,20.9902143,64.0722587,67.8008207,77.5781998,24.6830834,37.4566098,28.2851025,21.8804474,0.00650758694,33.9848451,49.5374352,5.98560693,28.2216061,94.6748018,0.11338084,0.616939668,,,,,,,,,,,,
2026-07-14 01:36:53.643,2142,20.9634876,64.1017584,67.812315,77.5842164,24.7046335,37.4854117,28.3307333,21.7551594,0.000523186509,34.1518674,49.3929067,5.81995249,28.2213194,98.5352168,0.0928368226,0.596082989,,,,,,,,,,,,
2026-07-14 01:37:13.691,2143,20.9683987,64.2152904,67.8088811,77.586236,24.6971683,37.5002859,28.380242,21.5868895,0.00518268534,34.2609767,49.2620294,5.96547492,28.2222749,95.4623569,0.102824067,0.501893297,,,,,,,,,,,,
2026-07-14 01:37:33.643,2144,20.968375,64.2225816,67.7750576,77.5949213,24.6809562,37.5305709,28.4383887,21.3441058,-0.00156877349,34.4452626,48.8170211,5.87085991,28.4268886,96.2704217,0.0824190184,0.488316651,,,,,,,,,,,,
2026-07-14 01:37:53.643,2145,20.9533852,64.1098759,67.7826145,77.595324,24.7021444,37.5437275,28.5070032,21.0867042,-0.000326354641,34.5075317,48.4111674,5.75612308,28.6297147,90.4223517,0.0923712364,0.41175338,,,,,,,,,,,,
2026-07-14 01:38:13.672,2146,20.9480963,63.9987838,67.8066518,77.5936109,24.7130253,37.6376219,28.619145,20.7991489,0.00036433236,34.5481963,48.1180932,5.7270062,28.6343203,92.9627148,0.105764866,0.486889327,,,,,,,,,,,,
2026-07-14 01:38:33.643,2147,20.9391902,64.1453754,67.8492673,77.5961715,24.7167693,37.6461039,28.7329749,20.5210298,0.00495832858,34.5081815,48.0668742,5.87632178,28.6359674,94.2762704,0.0886669659,0.577889736,,,,,,,,,,,,
2026-07-14 01:38:53.643,2148,20.9416885,64.114439,67.8527132,77.5973435,24.7195613,37.653613,28.8265855,20.2388499,-0.000263046952,34.58046,47.9358356,5.88753839,28.8548797,94.5989755,0.104354527,0.511549926,,,,,,,,,,,,
2026-07-14 01:39:13.687,2149,20.9073873,64.2257678,67.8472117,77.5963878,24.7075798,37.6272453,28.9515879,19.9411745,0.00442795057,34.6075095,47.8413227,5.82194076,28.8533168,93.0597764,0.11076961,0.513550911,,,,,,,,,,,,
2026-07-14 01:39:33.669,2150,20.8956253,64.1889495,67.8556078,77.6012504,24.7241451,37.6223092,29.0007019,19.7138695,0.00272268571,34.6215351,47.8561224,5.95353927,29.0622389,91.6484136,0.105673356,0.431735909,,,,,,,,,,,,
2026-07-14 01:39:53.659,2151,20.9412189,64.1573712,67.8858304,77.6010461,24.7210591,37.638683,29.0980161,19.4765161,0.00189978687,34.6958326,47.8952919,5.97854517,29.0620333,91.8639126,0.096211257,0.484403463,,,,,,,,,,,,
2026-07-14 01:40:13.648,2152,20.9300495,64.156339,67.9403372,77.5969709,24.7222736,37.6383419,29.1679503,19.3826391,0.00435692736,34.7215371,47.8576699,5.78473285,29.0620661,93.509202,0.0981413816,0.462918488,,,,,,,,,,,,
2026-07-14 01:40:33.682,2153,20.9462992,64.1791337,67.9753731,77.5974998,24.7122519,37.4757704,29.224112,19.2134638,0.00095458434,34.8076836,47.9821099,5.72502256,29.2465745,90.6845173,0.0895153318,0.518966545,,,,,,,,,,,,
2026-07-14 01:40:53.643,2154,20.9305732,64.1596263,67.9731796,77.5995194,24.7142528,37.4728772,29.3031879,19.1468504,0.00291270991,34.8656435,48.0106887,5.81565997,29.2563412,88.3735319,0.118392141,0.50137427,,,,,,,,,,,,
2026-07-14 01:41:13.656,2155,20.9165412,64.0857697,67.963177,77.6001385,24.7230978,37.4833547,29.3304468,19.0889123,0.00390148202,34.910162,48.0455446,5.89995914,29.2580042,93.2642764,0.126299119,0.470697059,,,,,,,,,,,,
2026-07-14 01:41:33.643,2156,20.8680732,64.3621419,67.9697934,77.6007996,24.7297351,37.5027148,29.3640552,18.9901345,0.000218452322,34.9601255,47.9878232,5.87486201,29.2585471,98.1160982,0.100014419,0.483105896,,,,,,,,,,,,
2026-07-14 01:41:53.678,2157,20.8612488,64.2328738,67.9494767,77.6050612,24.7382638,37.4947836,29.3813751,18.9188104,0.0018957395,35.0398296,47.8942675,5.96604058,29.2575936,95.8032829,0.100190983,0.504345016,,,,,,,,,,,,
2026-07-14 01:42:13.646,2158,20.8044992,64.5041715,67.9159154,77.6003068,24.7143436,37.3918612,29.3931543,18.8872624,0.00522808439,35.0828879,47.9596163,5.69535832,29.3686553,94.2851098,0.0866406493,0.405654816,,,,,,,,,,,,
2026-07-14 01:42:33.643,2159,20.8077911,64.5122107,67.8633627,77.602729,24.7143252,37.423866,29.4238071,18.8150695,-0.000583460392,35.1611188,47.9954093,5.95915813,29.4656055,95.6681676,0.101182308,0.525290476,,,,,,,,,,,,
2026-07-14 01:42:53.658,2160,20.779493,64.7379317,67.8626495,77.5972534,24.6999134,37.4007599,29.4795551,18.7193729,0.00398520354,35.2169394,47.9286434,5.92202272,29.4644662,94.0500533,0.102887296,0.558972578,,,,,,,,,,,,
2026-07-14 01:43:13.666,2161,20.7378413,65.0839318,67.8671922,77.5943803,24.7042844,37.4032991,29.5243512,18.5727292,0.000291806042,35.3329224,47.779574,5.8588076,29.463538,94.6384804,0.102878835,0.512465052,,,,,,,,,,,,
2026-07-14 01:43:33.665,2162,20.7075408,64.8979116,67.8573637,77.5962496,24.6792463,37.3571245,29.5613964,18.4076069,-0.000381620449,35.3899646,47.6370987,5.68719937,29.4753536,92.486923,0.111896579,0.461443359,,,,,,,,,,,,
2026-07-14 01:43:53.683,2163,20.6598925,65.0355762,67.8944423,77.5985937,24.7185551,37.3697272,29.6396895,18.2630671,0.00265064204,35.4245535,47.6345312,5.67907928,29.6846885,91.0704234,0.0936131585,0.447176954,,,,,,,,,,,,
2026-07-14 01:44:13.643,2164,20.6553052,65.0731114,67.9180369,77.5961835,24.711937,37.477809,29.7326984,18.114847,0.00301756233,35.4733494,47.5964343,5.76032542,29.6828538,91.8272184,0.0944438037,0.400976746,,,,,,,,,,,,
2026-07-14 01:44:33.661,2165,20.6165591,65.2115683,67.9115644,77.5972353,24.7239286,37.4800409,29.8345893,17.8909638,0.00518322085,35.5239965,47.4945909,5.82114717,29.6836021,91.4984043,0.0834546519,0.540984205,,,,,,,,,,,,
2026-07-14 01:44:53.654,2166,20.5945848,65.3732163,67.9094249,77.5953961,24.6933832,37.3814586,29.8829617,17.6747248,-0.00183215829,35.539408,47.3550703,5.76898466,29.8918748,89.6860176,0.11757619,0.617042107,,,,,,,,,,,,
2026-07-14 01:45:13.646,2167,20.5970291,65.3260086,67.9105636,77.593052,24.6977038,37.5375116,29.9501404,17.4945102,-0.00066361489,35.5921206,47.3876782,5.81402202,29.8913942,89.7674568,0.0918097449,0.554000848,,,,,,,,,,,,
2026-07-14 01:45:33.643,2168,20.5874689,65.3130275,67.9498902,77.5946628,24.6895516,37.5285401,30.0257659,17.4005955,0.00237372462,35.6755804,47.3325626,5.81487196,29.890454,90.8843538,0.104343021,0.430574928,,,,,,,,,,,,
2026-07-14 01:45:53.656,2169,20.560816,65.2029564,67.9872036,77.5923788,24.681857,37.4208295,30.040131,17.2448835,-0.000760538053,35.742246,47.3078097,5.83354661,29.8987951,92.165738,0.127865512,0.406351404,,,,,,,,,,,,
2026-07-14 01:46:13.679,2170,20.5353744,65.3497996,68.0143349,77.5906778,24.7161409,37.4987492,30.0955687,17.1639507,0.000940656418,35.779429,47.3334959,5.80192465,30.0990466,93.7870703,0.12829274,0.416588524,,,,,,,,,,,,
2026-07-14 01:46:33.657,2171,20.5176678,65.526922,68.0094264,77.5895538,24.6976257,37.4775548,30.1440635,17.096098,0.0038097462,35.8183897,47.4318792,5.79947223,30.0975788,92.8421722,0.101746589,0.606306449,,,,,,,,,,,,
2026-07-14 01:46:53.685,2172,20.5127279,65.307061,67.9621642,77.5891511,24.7141,37.4794689,30.1630683,17.0253568,0.00469170081,35.8389102,47.4211929,5.89436132,30.0973291,90.451391,0.115827468,0.532044652,,,,,,,,,,,,
2026-07-14 01:47:13.648,2173,20.4792572,65.4294184,67.9258519,77.586266,24.7138115,37.3992319,30.1898801,16.9648247,0.00287079054,35.9222861,47.2614981,5.8559888,30.0984064,90.9797548,0.113873127,0.464612154,,,,,,,,,,,,
2026-07-14 01:47:33.643,2174,20.4975467,65.2565891,67.9228494,77.5882555,24.7008383,37.2651157,30.2259671,16.8846924,0.00141077893,35.9784035,47.1800019,5.96356225,30.1001958,93.3094429,0.116365177,0.426094908,,,,,,,,,,,,
2026-07-14 01:47:53.673,2175,20.4950918,65.2632233,67.9223879,77.5918498,24.7005623,37.2908578,30.2514851,16.8236254,0.000783355944,35.9774478,47.1508515,5.89846464,30.1743181,95.1577781,0.116637552,0.373427354,,,,,,,,,,,,
2026-07-14 01:48:13.663,2176,20.436867,65.3821672,67.9098085,77.5849076,24.7024687,37.2605514,30.2501445,16.7703078,-0.0014156353,36.0563689,47.2940074,5.89652941,30.136433,90.0781877,0.0998558314,0.442355469,,,,,,,,,,,,
2026-07-14 01:48:33.660,2177,20.4238225,65.4758238,67.8992547,77.5840301,24.7269866,37.3127736,30.2854841,16.6762982,0.00277677937,36.162492,47.1061485,6.06908707,30.3066995,91.4213533,0.0992400496,0.591281992,,,,,,,,,,,,
2026-07-14 01:48:53.653,2178,20.4238425,65.4257156,67.9039773,77.5811811,24.7301516,37.4278776,30.3799318,16.5364879,0.00530248845,36.1995675,46.9653636,5.77239124,30.3057207,90.6409253,0.102256656,0.525884625,,,,,,,,,,,,
2026-07-14 01:49:13.643,2179,20.396338,65.1319332,67.9158675,77.5847754,24.70611,37.6781338,30.4377531,16.4334961,0.00256648154,36.2306988,46.8595252,5.89780917,30.3054122,91.035321,0.0962598626,0.602830336,,,,,,,,,,,,
2026-07-14 01:49:33.657,2180,20.392987,65.1030887,67.9321686,77.5869572,24.6578252,37.5662032,30.4944907,16.2961362,0.000678462148,36.2688578,46.993111,5.98778535,30.4654511,90.0471263,0.101163681,0.48578981,,,,,,,,,,,,
2026-07-14 01:49:53.643,2181,20.365881,65.0259876,67.9237723,77.5838738,24.6430354,37.6339682,30.5769096,16.1103051,0.00502070085,36.3470663,46.8729992,5.67628315,30.5129858,92.2166149,0.107063744,0.395841113,,,,,,,,,,,,
2026-07-14 01:50:13.682,2182,20.3562682,65.0560988,67.9277457,77.5867769,24.6239637,37.6884497,30.6529464,15.9660265,0.00422253441,36.4211385,46.8377472,5.81737578,30.5139095,89.8765873,0.112139284,0.403674319,,,,,,,,,,,,
2026-07-14 01:50:33.667,2183,20.3199546,65.1428715,67.9258939,77.582269,24.5967828,37.727911,30.6851428,15.865533,-0.00275987736,36.4259322,46.7415575,5.59065834,30.513532,90.2222457,0.103657944,0.584063423,,,,,,,,,,,,
2026-07-14 01:50:53.666,2184,20.2935565,64.8548273,67.9700571,77.5836754,24.5570293,37.6820145,30.7405095,15.7544187,0.00590894831,36.4788803,46.745398,6.0254695,30.7047478,89.9723698,0.0975086932,0.50985626,,,,,,,,,,,,
2026-07-14 01:51:13.643,2185,20.3059303,65.2129693,68.0161868,77.5766431,24.5239913,37.7111414,30.7687136,15.6522081,-0.00236972089,36.5586442,46.7295151,5.63106244,30.7316726,89.0663371,0.109671188,0.516139215,,,,,,,,,,,,
2026-07-14 01:51:33.696,2186,20.2922989,65.1904977,68.0359346,77.575441,24.5266925,37.6883405,30.8254326,15.5265395,0.0048044963,36.6368537,46.6992075,5.75312104,30.731284,93.3964548,0.0993174174,0.516999707,,,,,,,,,,,,
2026-07-14 01:51:53.643,2187,20.2582491,65.0684063,68.0113083,77.5741908,24.5304531,37.8084134,30.8875215,15.4254784,0.00482289448,36.7006164,46.6259729,5.76999492,30.7328055,92.3179127,0.100215949,0.498560599,,,,,,,,,,,,
2026-07-14 01:52:13.643,2188,20.2457112,64.9004332,67.9861308,77.5719668,24.514803,37.813,30.9485292,15.372245,-0.000680700726,36.7424504,46.5885511,5.81190011,30.870989,90.3581067,0.115342702,0.509863089,,,,,,,,,,,,
2026-07-14 01:52:33.677,2189,20.2197029,64.8598717,67.9699493,77.5732351,24.5180402,37.8132625,30.9889989,15.2631548,-0.000967615905,36.7704261,46.448731,5.87725554,30.8148175,91.0758412,0.114537339,0.588106368,,,,,,,,,,,,
2026-07-14 01:52:53.643,2190,20.2047591,64.4495024,67.9690982,77.5692381,24.5164116,37.7806166,30.9814677,15.1512988,-0.000463974455,36.8127672,46.246541,5.86161246,30.9403988,87.0532593,0.109812361,0.629758262,,,,,,,,,,,,
2026-07-14 01:53:13.643,2191,20.2113712,64.6821932,67.9822053,77.5667256,24.495744,37.7781994,31.0177935,15.1240184,-0.000787217147,36.836091,46.2290603,5.7038315,30.9403868,94.4115664,0.124631561,0.555175488,,,,,,,,,,,,
2026-07-14 01:53:33.678,2192,20.1654728,64.9786971,67.9573337,77.565211,24.504007,37.7631377,31.0556302,15.0917176,0.00407184624,36.8135153,46.3976773,5.90429897,30.9408535,90.90322,0.104880091,0.478899048,,,,,,,,,,,,
2026-07-14 01:53:53.643,2193,20.1253504,65.0863076,67.9128589,77.5634799,24.4716732,37.7230137,31.0981735,15.0051123,0.00511178624,36.941221,46.4914747,5.86084498,31.004264,92.3226393,0.111504875,0.507172345,,,,,,,,,,,,
2026-07-14 01:54:13.644,2194,20.1248319,65.2387905,67.8812817,77.5645799,24.4652619,37.8056287,31.1891723,14.8852254,0.0040779874,37.012361,46.3186313,5.8377822,31.1474876,91.467082,0.0968215071,0.545976422,,,,,,,,,,,,
2026-07-14 01:54:33.659,2195,20.0884549,65.248644,67.8681451,77.5642553,24.4580111,37.8495666,31.2113766,14.7626176,-0.00252336471,37.0834399,46.1685027,5.70525815,31.1470812,89.7529501,0.108795781,0.516460192,,,,,,,,,,,,
2026-07-14 01:54:53.643,2196,20.0535184,64.955798,67.9001956,77.5618932,24.4837032,37.8314352,31.3081282,14.6284576,-0.00205690806,37.1304003,46.1741752,5.90294395,31.1460561,91.4537253,0.088490494,0.478564412,,,,,,,,,,,,
2026-07-14 01:55:13.643,2197,20.0387268,64.9556086,67.9072554,77.5535085,24.4882998,37.7886486,31.3713076,14.5452016,0.00565957186,37.2081561,46.2206585,5.95510628,31.174914,89.6642145,0.111813529,0.557859402,,,,,,,,,,,,
2026-07-14 01:55:33.711,2198,20.015212,65.0415409,67.8915777,77.5550472,24.4753149,37.7603176,31.4570483,14.3623242,-0.00287433913,37.2249161,46.0666402,5.76341192,31.3549712,90.4209951,0.116852158,0.439391553,,,,,,,,,,,,
2026-07-14 01:55:53.643,2199,20.0169925,65.0922557,67.8856626,77.5526069,24.4729285,37.7419307,31.533431,14.2352665,0.00575739368,37.319268,45.8448619,5.71622065,31.354252,90.5374134,0.0965617887,0.494285458,,,,,,,,,,,,
2026-07-14 01:56:13.649,2200,20.0065817,65.1004091,67.9260677,77.5510081,24.5167026,37.7203571,31.5594219,14.1217741,0.00208932842,37.3433577,45.8742903,5.77055415,31.3541508,89.7061487,0.117317023,0.502173298,,,,,,,,,,,,
2026-07-14 01:56:33.643,2201,19.9970622,65.1637142,67.9712078,77.5529976,24.5039244,37.6654715,31.572234,14.0188578,-0.00128480248,37.3995989,45.8147812,5.82658103,31.4585848,88.775419,0.0994039529,0.599921055,,,,,,,,,,,,
2026-07-14 01:56:53.669,2202,19.9898589,65.1599907,68.0120634,77.5536768,24.4963601,37.6548921,31.5928775,13.9099954,-0.00102668316,37.4368803,45.6982005,5.74361761,31.5600832,89.8368816,0.113569548,0.563705282,,,,,,,,,,,,
2026-07-14 01:57:13.687,2203,19.9203055,65.3415539,68.0642949,77.5471313,24.4763459,37.765123,31.6375086,13.8556718,0.00551260701,37.4963673,45.7044644,5.71154337,31.5614165,89.4853265,0.114818602,0.427597354,,,,,,,,,,,,
2026-07-14 01:57:33.653,2204,19.9412683,65.435652,68.0380682,77.5477143,24.4716483,37.7114308,31.6936215,13.7869439,0.00358033081,37.5216778,45.724443,5.83302124,31.5628422,91.0509922,0.110246423,0.41789292,,,,,,,,,,,,
2026-07-14 01:57:53.666,2205,19.9152515,65.5136178,67.9782977,77.542395,24.478608,37.6271644,31.7654986,13.7026703,0.00437827891,37.555645,45.8215151,5.6771089,31.5622052,91.4254977,0.113983928,0.487469818,,,,,,,,,,,,
2026-07-14 01:58:13.643,2206,19.9160023,65.5674866,67.9251447,77.5437354,24.4648466,37.6881123,31.7964134,13.6361867,0.00317982262,37.6349076,45.6118328,5.62281976,31.5610207,90.3242719,0.123566442,0.548851557,,,,,,,,,,,,
2026-07-14 01:58:33.643,2207,19.9225446,65.4473706,67.9049481,77.5379593,24.4358962,37.7822843,31.8254344,13.5303126,-0.00349588526,37.640625,45.5308801,6.0626023,31.6003203,90.6768481,0.11091275,0.503873794,,,,,,,,,,,,
2026-07-14 01:58:53.644,2208,19.8962182,65.6265354,67.8942745,77.5393236,24.4437143,37.7521121,31.8239267,13.4962459,0.00453659985,37.6943773,45.6030765,5.98277753,31.6782025,93.2573729,0.110973924,0.533034901,,,,,,,,,,,,
2026-07-14 01:59:13.666,2209,19.8869796,65.6359253,67.8744797,77.5369074,24.4703914,37.7558294,31.8618884,13.4145531,0.00416485304,37.7386074,45.8056919,5.96379315,31.7821013,90.7895981,0.090501278,0.430677367,,,,,,,,,,,,
2026-07-14 01:59:33.643,2210,19.8965894,65.5620577,67.8527312,77.5394198,24.4901849,37.6454445,31.8843699,13.3304558,-0.00313548765,37.8231952,45.6595817,5.84406607,31.7821865,87.9216083,0.0941902946,0.464052152,,,,,,,,,,,,
2026-07-14 01:59:53.643,2211,19.8797674,65.3254211,67.8662153,77.5344852,24.5046342,37.6309599,31.9074384,13.2526354,-0.00192539033,37.8988227,45.459045,5.58412088,31.7809025,88.7990118,0.0996201576,0.392522074,,,,,,,,,,,,
2026-07-14 02:00:13.644,2212,19.8370692,65.0890056,67.9022573,77.5331569,24.4441252,37.5860919,31.9538378,13.1435149,0.00579096778,37.9202619,45.3888035,5.6949561,31.9346672,88.8225444,0.113717623,0.595085911,,,,,,,,,,,,
2026-07-14 02:00:33.643,2213,19.8119446,65.2077183,67.9218845,77.5338841,24.4821424,37.5283321,32.0363103,13.0474804,-0.0026158314,37.9459331,45.4527579,5.74252097,31.8590845,89.6403377,0.0808394993,0.511707,,,,,,,,,,,,
2026-07-14 02:00:53.643,2214,19.793323,65.3393093,67.9366934,77.5272967,24.4924718,37.4218669,32.1141796,12.9487163,0.00395539871,38.0624624,45.4049163,5.96192735,31.9893992,89.9883593,0.0831270038,0.476863916,,,,,,,,,,,,
2026-07-14 02:01:13.658,2215,19.8019797,65.2907081,67.9069618,77.526912,24.5184153,37.4008872,32.2081207,12.7717378,-0.00261882843,38.1456501,45.2015537,5.78346841,31.987728,91.3507841,0.108960233,0.409438248,,,,,,,,,,,,
2026-07-14 02:01:33.647,2216,19.799027,65.4413735,67.8977805,77.5235161,24.4893339,37.3969246,32.2534611,12.6798651,0.00385579108,38.1638718,44.9785672,5.8512576,31.9881406,91.7654628,0.0993239927,0.387482051,,,,,,,,,,,,
2026-07-14 02:01:53.643,2217,19.7506096,65.3591277,67.9102819,77.523504,24.4788674,37.4531131,32.2952797,12.6053728,-0.00264343442,38.2136692,45.012593,5.90403104,32.1885361,92.0374631,0.112910001,0.502699154,,,,,,,,,,,,
2026-07-14 02:02:13.667,2218,19.7248402,65.0932502,67.9073334,77.5220555,24.4665497,37.4453688,32.3058703,12.5331496,0.000665609848,38.2345414,44.8068266,5.92780582,32.1954541,89.906662,0.105605639,0.586419531,,,,,,,,,,,,
2026-07-14 02:02:33.643,2219,19.7028894,65.1653079,67.922298,77.517163,24.4731328,37.424228,32.3631232,12.4326665,-0.000189746095,38.306857,44.6625328,5.80733412,32.1957665,88.3211263,0.104186043,0.614030387,,,,,,,,,,,,
2026-07-14 02:02:53.643,2220,19.6823043,65.2913585,67.9444724,77.5172111,24.4784223,37.4927845,32.381546,12.3692925,-0.00225002581,38.3211272,44.6223545,5.59880054,32.1936633,93.6908318,0.114252691,0.588365881,,,,,,,,,,,,
2026-07-14 02:03:13.643,2221,19.6929582,65.3791525,67.9244795,77.5197715,24.4667696,37.4208536,32.4025485,12.2936834,-0.00146010353,38.3190357,44.7186114,5.95222725,32.195476,91.2526011,0.121859354,0.468573147,,,,,,,,,,,,
2026-07-14 02:03:33.643,2222,19.6594229,65.5387254,67.8751089,77.5193087,24.5144431,37.3396737,32.4372922,12.2371597,0.00330763314,38.3439169,44.71333,5.91114342,32.1959323,92.6706982,0.0954484978,0.387830346,,,,,,,,,,,,
2026-07-14 02:03:53.690,2223,19.6594741,65.6135811,67.8413326,77.5133704,24.507605,37.1607593,32.545247,12.1695807,-0.00134933748,38.3921189,44.6319671,5.7931346,32.1955951,92.1941378,0.0896479677,0.488596652,,,,,,,,,,,,
2026-07-14 02:04:13.647,2224,19.642457,65.7216069,67.838456,77.5127393,24.538786,37.1537406,32.496666,12.1408729,0.00476331469,38.4044484,44.6086989,5.83709228,32.403594,93.3474077,0.111734555,0.595345424,,,,,,,,,,,,
2026-07-14 02:04:33.659,2225,19.6066207,65.6915191,67.8412847,77.5132742,24.567538,37.1701832,32.5557341,12.0931929,0.0044956182,38.4304661,44.7595777,5.92991258,32.4032429,91.9857774,0.107594843,0.594669324,,,,,,,,,,,,
2026-07-14 02:04:53.663,2226,19.5972754,65.7146707,67.8115599,77.5116093,24.5557087,37.1269461,32.5916354,12.0408216,-0.00320296682,38.4828861,44.7940092,5.83408163,32.4038515,92.1932229,0.098668967,0.513318714,,,,,,,,,,,,
2026-07-14 02:05:13.652,2227,19.5867127,65.7489949,67.8148021,77.5109482,24.5433546,37.1768893,32.6254423,11.931053,0.00176311397,38.5329268,44.574612,5.65734271,32.4027184,88.6128934,0.0957928449,0.383869352,,,,,,,,,,,,
2026-07-14 02:05:33.643,2228,19.596445,65.8168873,67.810649,77.5134606,24.5383222,37.3673013,32.6335632,11.8048306,0.000458957187,38.6123632,44.446203,5.87257661,32.4040502,89.9421918,0.101357346,0.447245247,,,,,,,,,,,,
2026-07-14 02:05:53.643,2229,19.5758687,65.9358369,67.8317679,77.5049137,24.5239918,37.7466768,32.6728332,11.723702,0.000433091704,38.634587,44.4447646,5.71108157,32.4230847,89.9784559,0.100938524,0.466155576,,,,,,,,,,,,
2026-07-14 02:06:13.699,2230,19.5611041,65.9337774,67.8651426,77.5069993,24.5205516,37.6097602,32.7430867,11.6868341,-0.00237350396,38.6992489,44.5926462,5.77317744,32.6112943,90.2264244,0.101342925,0.537999801,,,,,,,,,,,,
2026-07-14 02:06:33.643,2231,19.587841,65.9062855,67.8608996,77.507937,24.5170121,37.4726371,32.7730778,11.608031,-0.000212644425,38.8022943,44.5228255,5.73507783,32.6098779,90.5704853,0.0936718577,0.591630286,,,,,,,,,,,,
2026-07-14 02:06:53.643,2232,19.5860494,65.8849962,67.8569143,77.5034772,24.5296535,37.536505,32.8739641,11.4813921,0.00555431263,38.8501222,44.3455466,5.72336366,32.6102101,87.9259506,0.111404468,0.455740895,,,,,,,,,,,,
2026-07-14 02:07:13.643,2233,19.5692483,65.7425584,67.8573158,77.50049,24.5419662,37.2566613,32.8936515,11.3838787,-0.00361061133,38.9330164,44.2887587,5.7380008,32.6095035,87.9609813,0.107045474,0.445319384,,,,,,,,,,,,
2026-07-14 02:07:33.706,2234,19.5561783,65.8032882,67.9087957,77.5017402,24.5527953,37.3354557,32.9033993,11.3286121,-0.000949590049,38.9380484,44.3806552,5.65985206,32.6115047,91.4793545,0.0873721604,0.432050057,,,,,,,,,,,,
2026-07-14 02:07:53.644,2235,19.5400264,65.6249126,67.9262175,77.4966313,24.5767215,37.2204847,32.8933603,11.278777,0.0051577208,39.0651851,44.1882373,5.76840347,32.6329128,91.7896895,0.118237807,0.437028615,,,,,,,,,,,,
2026-07-14 02:08:13.649,2236,19.5419754,65.5385686,67.9176354,77.4950746,24.5586248,37.0463238,32.914215,11.1719967,-0.000814231799,39.0916537,44.0653059,5.89164714,32.8295627,88.7816972,0.109374551,0.507172345,,,,,,,,,,,,
2026-07-14 02:08:33.644,2237,19.5194942,65.545323,67.9106835,77.4957658,24.5999327,36.8127944,32.9860907,11.1336634,0.00212495034,39.1396671,43.9533541,5.79173009,32.828893,89.5707724,0.109668077,0.586822459,,,,,,,,,,,,
2026-07-14 02:08:53.643,2238,19.52069,65.654871,67.8959945,77.4938064,24.6102373,36.9361397,32.9982115,11.0286018,-0.0010700252,39.1093027,43.9711575,5.69325018,32.8295654,91.779766,0.114515439,0.515251406,,,,,,,,,,,,
2026-07-14 02:09:13.643,2239,19.5110163,65.8012921,67.8875264,77.4932955,24.6132578,37.1171175,33.0324587,10.9839692,0.00396468399,39.1724004,43.8036932,5.87323064,32.8291255,96.4551836,0.0921229503,0.477936116,,,,,,,,,,,,
2026-07-14 02:09:33.654,2240,19.4497356,65.8870767,67.8218197,77.492406,24.6095975,36.9609015,33.0454772,10.9337211,-0.000759133769,39.16582,43.6688806,5.778681,32.8300319,93.9810788,0.10263801,0.483857119,,,,,,,,,,,,
